url,written,written_human_readable,origin,shape,shards,chunks,license,name,description,organismId,fbbiId
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0035/Week2_24121.ome.zarr,955462656.0,911.20 MB,https://idr.openmicroscopy.org/webclient/?show=plate-6262,"1,3,1,1024,1280","1,3,1,1024,1280","1,1,1,512,640",https://creativecommons.org/licenses/by/4.0/,Caie: High-content phenotypic profiling of drug response signatures across distinct cancer cells.: idr0035/Week2_24121.ome.zarr,"The images are of MCF-7 breast cancer cells treated for 24 h with a collection of 113 small molecules at eight concentrations. The cells were fixed, labeled for DNA, F-actin, and B-tubulin, and imaged by fluorescent microscopy.",NCBI:txid9606,obo:FBbi_00000246
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0035/Week3_25721.ome.zarr,983794272.0,938.22 MB,https://idr.openmicroscopy.org/webclient/?show=plate-6278,"1,3,1,1024,1280","1,3,1,1024,1280","1,1,1,512,640",https://creativecommons.org/licenses/by/4.0/,Caie: High-content phenotypic profiling of drug response signatures across distinct cancer cells.: idr0035/Week3_25721.ome.zarr,"The images are of MCF-7 breast cancer cells treated for 24 h with a collection of 113 small molecules at eight concentrations. The cells were fixed, labeled for DNA, F-actin, and B-tubulin, and imaged by fluorescent microscopy.",NCBI:txid9606,obo:FBbi_00000246
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0035/Week1_22123.ome.zarr,991505568.0,945.57 MB,https://idr.openmicroscopy.org/webclient/?show=plate-6254,"1,3,1,1024,1280","1,3,1,1024,1280","1,1,1,512,640",https://creativecommons.org/licenses/by/4.0/,Caie: High-content phenotypic profiling of drug response signatures across distinct cancer cells.: idr0035/Week1_22123.ome.zarr,"The images are of MCF-7 breast cancer cells treated for 24 h with a collection of 113 small molecules at eight concentrations. The cells were fixed, labeled for DNA, F-actin, and B-tubulin, and imaged by fluorescent microscopy.",NCBI:txid9606,obo:FBbi_00000246
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0035/Week8_38342.ome.zarr,895476288.0,853.99 MB,https://idr.openmicroscopy.org/webclient/?show=plate-6297,"1,3,1,1024,1280","1,3,1,1024,1280","1,1,1,512,640",https://creativecommons.org/licenses/by/4.0/,Caie: High-content phenotypic profiling of drug response signatures across distinct cancer cells.: idr0035/Week8_38342.ome.zarr,"The images are of MCF-7 breast cancer cells treated for 24 h with a collection of 113 small molecules at eight concentrations. The cells were fixed, labeled for DNA, F-actin, and B-tubulin, and imaged by fluorescent microscopy.",NCBI:txid9606,obo:FBbi_00000246
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0035/Week6_31661.ome.zarr,1001136144.0,954.76 MB,https://idr.openmicroscopy.org/webclient/?show=plate-6270,"1,3,1,1024,1280","1,3,1,1024,1280","1,1,1,512,640",https://creativecommons.org/licenses/by/4.0/,Caie: High-content phenotypic profiling of drug response signatures across distinct cancer cells.: idr0035/Week6_31661.ome.zarr,"The images are of MCF-7 breast cancer cells treated for 24 h with a collection of 113 small molecules at eight concentrations. The cells were fixed, labeled for DNA, F-actin, and B-tubulin, and imaged by fluorescent microscopy.",NCBI:txid9606,obo:FBbi_00000246
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0035/Week1_22141.ome.zarr,963684384.0,919.04 MB,https://idr.openmicroscopy.org/webclient/?show=plate-6302,"1,3,1,1024,1280","1,3,1,1024,1280","1,1,1,512,640",https://creativecommons.org/licenses/by/4.0/,Caie: High-content phenotypic profiling of drug response signatures across distinct cancer cells.: idr0035/Week1_22141.ome.zarr,"The images are of MCF-7 breast cancer cells treated for 24 h with a collection of 113 small molecules at eight concentrations. The cells were fixed, labeled for DNA, F-actin, and B-tubulin, and imaged by fluorescent microscopy.",NCBI:txid9606,obo:FBbi_00000246
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0035/Week9_39301.ome.zarr,898561152.0,856.93 MB,https://idr.openmicroscopy.org/webclient/?show=plate-6288,"1,3,1,1024,1280","1,3,1,1024,1280","1,1,1,512,640",https://creativecommons.org/licenses/by/4.0/,Caie: High-content phenotypic profiling of drug response signatures across distinct cancer cells.: idr0035/Week9_39301.ome.zarr,"The images are of MCF-7 breast cancer cells treated for 24 h with a collection of 113 small molecules at eight concentrations. The cells were fixed, labeled for DNA, F-actin, and B-tubulin, and imaged by fluorescent microscopy.",NCBI:txid9606,obo:FBbi_00000246
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0035/Week2_24361.ome.zarr,953018640.0,908.87 MB,https://idr.openmicroscopy.org/webclient/?show=plate-6293,"1,3,1,1024,1280","1,3,1,1024,1280","1,1,1,512,640",https://creativecommons.org/licenses/by/4.0/,Caie: High-content phenotypic profiling of drug response signatures across distinct cancer cells.: idr0035/Week2_24361.ome.zarr,"The images are of MCF-7 breast cancer cells treated for 24 h with a collection of 113 small molecules at eight concentrations. The cells were fixed, labeled for DNA, F-actin, and B-tubulin, and imaged by fluorescent microscopy.",NCBI:txid9606,obo:FBbi_00000246
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0035/Week5_29341.ome.zarr,1042442160.0,994.15 MB,https://idr.openmicroscopy.org/webclient/?show=plate-6277,"1,3,1,1024,1280","1,3,1,1024,1280","1,1,1,512,640",https://creativecommons.org/licenses/by/4.0/,Caie: High-content phenotypic profiling of drug response signatures across distinct cancer cells.: idr0035/Week5_29341.ome.zarr,"The images are of MCF-7 breast cancer cells treated for 24 h with a collection of 113 small molecules at eight concentrations. The cells were fixed, labeled for DNA, F-actin, and B-tubulin, and imaged by fluorescent microscopy.",NCBI:txid9606,obo:FBbi_00000246
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0035/Week5_29321.ome.zarr,1038870383.9999999,990.74 MB,https://idr.openmicroscopy.org/webclient/?show=plate-6263,"1,3,1,1024,1280","1,3,1,1024,1280","1,1,1,512,640",https://creativecommons.org/licenses/by/4.0/,Caie: High-content phenotypic profiling of drug response signatures across distinct cancer cells.: idr0035/Week5_29321.ome.zarr,"The images are of MCF-7 breast cancer cells treated for 24 h with a collection of 113 small molecules at eight concentrations. The cells were fixed, labeled for DNA, F-actin, and B-tubulin, and imaged by fluorescent microscopy.",NCBI:txid9606,obo:FBbi_00000246
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0035/Week5_28961.ome.zarr,930579360.0,887.47 MB,https://idr.openmicroscopy.org/webclient/?show=plate-6303,"1,3,1,1024,1280","1,3,1,1024,1280","1,1,1,512,640",https://creativecommons.org/licenses/by/4.0/,Caie: High-content phenotypic profiling of drug response signatures across distinct cancer cells.: idr0035/Week5_28961.ome.zarr,"The images are of MCF-7 breast cancer cells treated for 24 h with a collection of 113 small molecules at eight concentrations. The cells were fixed, labeled for DNA, F-actin, and B-tubulin, and imaged by fluorescent microscopy.",NCBI:txid9606,obo:FBbi_00000246
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0035/Week1_22401.ome.zarr,1014930096.0000001,967.91 MB,https://idr.openmicroscopy.org/webclient/?show=plate-6275,"1,3,1,1024,1280","1,3,1,1024,1280","1,1,1,512,640",https://creativecommons.org/licenses/by/4.0/,Caie: High-content phenotypic profiling of drug response signatures across distinct cancer cells.: idr0035/Week1_22401.ome.zarr,"The images are of MCF-7 breast cancer cells treated for 24 h with a collection of 113 small molecules at eight concentrations. The cells were fixed, labeled for DNA, F-actin, and B-tubulin, and imaged by fluorescent microscopy.",NCBI:txid9606,obo:FBbi_00000246
