url,written,written_human_readable,shape,shards,chunks,dimension_names,license,name,description,organismId,fbbiId
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Reboulia hemisphaerica subsp. hemisphaerica SWE/IMG_1401-1450 Reboulia hemisphaerica subsp. hemisphaerica stature dorsal side (Laowa 5.0x).ome.zarr,7812789247,7.28 GB,"1,3,50,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_1401-1450 Reboulia hemisphaerica subsp. hemisphaerica stature dorsal side (Laowa 5.0x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid37395,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Reboulia hemisphaerica subsp. hemisphaerica SWE/IMG_1501-1550 Reboulia hemisphaerica subsp. hemisphaerica stature dorsal side (Laowa 5.0x).ome.zarr,7760719899,7.23 GB,"1,3,50,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_1501-1550 Reboulia hemisphaerica subsp. hemisphaerica stature dorsal side (Laowa 5.0x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid37395,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Reboulia hemisphaerica subsp. hemisphaerica SWE/IMG_1201-1250 Reboulia hemisphaerica subsp. hemisphaerica stature ventral side (Laowa 5.0x).ome.zarr,7744326723,7.21 GB,"1,3,50,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_1201-1250 Reboulia hemisphaerica subsp. hemisphaerica stature ventral side (Laowa 5.0x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid37395,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Reboulia hemisphaerica subsp. hemisphaerica SWE/IMG_1601-1650 Reboulia hemisphaerica subsp. hemisphaerica stature dorsal side (Laowa 5.0x).ome.zarr,7717420320,7.19 GB,"1,3,50,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_1601-1650 Reboulia hemisphaerica subsp. hemisphaerica stature dorsal side (Laowa 5.0x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid37395,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Reboulia hemisphaerica subsp. hemisphaerica SWE/IMG_1001-1050 Reboulia hemisphaerica subsp. hemisphaerica stature ventral side (Laowa 5.0x).ome.zarr,7641732780,7.12 GB,"1,3,50,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_1001-1050 Reboulia hemisphaerica subsp. hemisphaerica stature ventral side (Laowa 5.0x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid37395,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Reboulia hemisphaerica subsp. hemisphaerica SWE/IMG_1351-1400 Reboulia hemisphaerica subsp. hemisphaerica stature dorsal side (Laowa 5.0x).ome.zarr,7585780536,7.06 GB,"1,3,50,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_1351-1400 Reboulia hemisphaerica subsp. hemisphaerica stature dorsal side (Laowa 5.0x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid37395,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Reboulia hemisphaerica subsp. hemisphaerica SWE/IMG_1451-1500 Reboulia hemisphaerica subsp. hemisphaerica stature dorsal side (Laowa 5.0x).ome.zarr,7563633724,7.04 GB,"1,3,50,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_1451-1500 Reboulia hemisphaerica subsp. hemisphaerica stature dorsal side (Laowa 5.0x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid37395,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Reboulia hemisphaerica subsp. hemisphaerica SWE/IMG_0022-0071 Reboulia hemisphaerica subsp. hemisphaerica stature.ome.zarr,7396362264,6.89 GB,"1,3,50,3888,5184","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0022-0071 Reboulia hemisphaerica subsp. hemisphaerica stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid37395,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Reboulia hemisphaerica subsp. hemisphaerica SWE/IMG_0021 Reboulia hemisphaerica subsp. hemisphaerica stature.ome.zarr,560337691,534.38 MB,"1,3,1,7776,10368","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0021 Reboulia hemisphaerica subsp. hemisphaerica stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid37395,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Reboulia hemisphaerica subsp. hemisphaerica SWE/IMG_0645 Reboulia hemisphaerica subsp. hemisphaerica stature.ome.zarr,342222777,326.37 MB,"1,3,1,5464,8192","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0645 Reboulia hemisphaerica subsp. hemisphaerica stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid37395,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Reboulia hemisphaerica subsp. hemisphaerica SWE/IMG_0807 Reboulia hemisphaerica subsp. hemisphaerica stature.ome.zarr,339477433,323.75 MB,"1,3,1,5464,8192","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0807 Reboulia hemisphaerica subsp. hemisphaerica stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid37395,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Reboulia hemisphaerica subsp. hemisphaerica SWE/IMG_0726 Reboulia hemisphaerica subsp. hemisphaerica stature.ome.zarr,337666543,322.02 MB,"1,3,1,5464,8192","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0726 Reboulia hemisphaerica subsp. hemisphaerica stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid37395,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Reboulia hemisphaerica subsp. hemisphaerica SWE/IMG_0483 Reboulia hemisphaerica subsp. hemisphaerica stature.ome.zarr,340563800,324.79 MB,"1,3,1,5464,8192","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0483 Reboulia hemisphaerica subsp. hemisphaerica stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid37395,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Reboulia hemisphaerica subsp. hemisphaerica SWE/IMG_0484 Reboulia hemisphaerica subsp. hemisphaerica stature.ome.zarr,339927189,324.18 MB,"1,3,1,5464,8192","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0484 Reboulia hemisphaerica subsp. hemisphaerica stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid37395,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Reboulia hemisphaerica subsp. hemisphaerica SWE/IMG_0302 Reboulia hemisphaerica subsp. hemisphaerica stature.ome.zarr,336231801,320.66 MB,"1,3,1,5464,8192","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0302 Reboulia hemisphaerica subsp. hemisphaerica stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid37395,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Reboulia hemisphaerica subsp. hemisphaerica SWE/IMG_0301 Reboulia hemisphaerica subsp. hemisphaerica stature.ome.zarr,335905141,320.34 MB,"1,3,1,5464,8192","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0301 Reboulia hemisphaerica subsp. hemisphaerica stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid37395,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Reboulia hemisphaerica subsp. hemisphaerica SWE/IMG_0283 Reboulia hemisphaerica subsp. hemisphaerica stature.ome.zarr,155643914,148.43 MB,"1,3,1,3888,5184","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0283 Reboulia hemisphaerica subsp. hemisphaerica stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid37395,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Reboulia hemisphaerica subsp. hemisphaerica SWE/IMG_0005 Reboulia hemisphaerica subsp. hemisphaerica voucher specimen.ome.zarr,78747871,75.10 MB,"1,3,1,2837,5361","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0005 Reboulia hemisphaerica subsp. hemisphaerica voucher specimen.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid37395,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Reboulia hemisphaerica subsp. hemisphaerica SWE Processed/reboulia_hemisphaerica_ssp_hemisphaerica_swe_stature.ome.zarr,138953599,132.52 MB,"1,3,1,5464,7285","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: reboulia_hemisphaerica_ssp_hemisphaerica_swe_stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid37395,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Reboulia hemisphaerica subsp. hemisphaerica SWE Processed/reboulia_hemisphaerica_ssp_hemisphaerica_swe_thallus_cross_section.ome.zarr,146244267,139.47 MB,"1,3,1,11714,15618","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: reboulia_hemisphaerica_ssp_hemisphaerica_swe_thallus_cross_section.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid37395,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Reboulia hemisphaerica subsp. hemisphaerica SWE Processed/reboulia_hemisphaerica_ssp_hemisphaerica_swe_detail.ome.zarr,125663046,119.84 MB,"1,3,1,5235,6980","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: reboulia_hemisphaerica_ssp_hemisphaerica_swe_detail.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid37395,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Reboulia hemisphaerica subsp. hemisphaerica SWE Processed/reboulia_hemisphaerica_ssp_hemisphaerica_swe_stature_ventral_side.ome.zarr,100256295,95.61 MB,"1,3,1,8456,11275","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: reboulia_hemisphaerica_ssp_hemisphaerica_swe_stature_ventral_side.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid37395,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Reboulia hemisphaerica subsp. hemisphaerica SWE Processed/reboulia_hemisphaerica_ssp_hemisphaerica_swe_stature_dorsal_side.ome.zarr,79415823,75.74 MB,"1,3,1,7547,10063","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: reboulia_hemisphaerica_ssp_hemisphaerica_swe_stature_dorsal_side.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid37395,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Reboulia hemisphaerica subsp. hemisphaerica SWE Processed/reboulia_hemisphaerica_ssp_hemisphaerica_swe_ventral_scales_oelzellen.ome.zarr,65618262,62.58 MB,"1,3,1,4160,5546","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: reboulia_hemisphaerica_ssp_hemisphaerica_swe_ventral_scales_oelzellen.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid37395,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Reboulia hemisphaerica subsp. hemisphaerica SWE Processed/reboulia_hemisphaerica_ssp_hemisphaerica_swe_thallus_air_pore_cross_section.ome.zarr,61057372,58.23 MB,"1,3,1,4160,5546","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: reboulia_hemisphaerica_ssp_hemisphaerica_swe_thallus_air_pore_cross_section.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid37395,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Reboulia hemisphaerica subsp. hemisphaerica SWE Processed/reboulia_hemisphaerica_ssp_hemisphaerica_swe_thallus_air_pore_anterior_view.ome.zarr,57502424,54.84 MB,"1,3,1,4160,5547","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: reboulia_hemisphaerica_ssp_hemisphaerica_swe_thallus_air_pore_anterior_view.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid37395,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Reboulia hemisphaerica subsp. hemisphaerica SWE Processed/reboulia_hemisphaerica_ssp_hemisphaerica_swe_ventral_scales.ome.zarr,43899437,41.87 MB,"1,3,1,6445,8593","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: reboulia_hemisphaerica_ssp_hemisphaerica_swe_ventral_scales.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid37395,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Reboulia hemisphaerica subsp. hemisphaerica SWE Processed/reboulia_hemisphaerica_ssp_hemisphaerica_swe_thallus_assimilation_lamellae_cross_section.ome.zarr,42406581,40.44 MB,"1,3,1,4160,5546","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: reboulia_hemisphaerica_ssp_hemisphaerica_swe_thallus_assimilation_lamellae_cross_section.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid37395,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Reboulia hemisphaerica subsp. hemisphaerica SWE Processed/reboulia_hemisphaerica_ssp_hemisphaerica_swe_voucher_specimen.ome.zarr,20095850,19.16 MB,"1,3,1,2837,5361","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: reboulia_hemisphaerica_ssp_hemisphaerica_swe_voucher_specimen.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid37395,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia beyrichiana SWE/IMG_0725-0814 Riccia beyrichiana stature.ome.zarr,29773831169,27.73 GB,"1,3,90,5464,8192","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0725-0814 Riccia beyrichiana stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122635,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia beyrichiana SWE/IMG_0635-0724 Riccia beyrichiana stature.ome.zarr,29724986857,27.68 GB,"1,3,90,5464,8192","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0635-0724 Riccia beyrichiana stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122635,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia beyrichiana SWE/IMG_0543-0632 Riccia beyrichiana stature.ome.zarr,29871589070,27.82 GB,"1,3,90,5464,8192","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0543-0632 Riccia beyrichiana stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122635,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia beyrichiana SWE/IMG_0453-0542 Riccia beyrichiana stature.ome.zarr,29828579536,27.78 GB,"1,3,90,5464,8192","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0453-0542 Riccia beyrichiana stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122635,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia beyrichiana SWE/IMG_2793-2912 Riccia beyrichiana spores (40x).ome.zarr,20644802071,19.23 GB,"1,3,120,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_2793-2912 Riccia beyrichiana spores (40x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122635,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia beyrichiana SWE/IMG_4321-4440 Riccia beyrichiana spores (40x).ome.zarr,20487261049,19.08 GB,"1,3,120,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_4321-4440 Riccia beyrichiana spores (40x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122635,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia beyrichiana SWE/IMG_3033-3152 Riccia beyrichiana spores (40x).ome.zarr,19794167687,18.43 GB,"1,3,120,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_3033-3152 Riccia beyrichiana spores (40x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122635,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia beyrichiana SWE/IMG_2913-3032 Riccia beyrichiana spores (40x).ome.zarr,19230611101,17.91 GB,"1,3,120,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_2913-3032 Riccia beyrichiana spores (40x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122635,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia beyrichiana SWE/IMG_2433-2552 Riccia beyrichiana spores (40x).ome.zarr,18879175077,17.58 GB,"1,3,120,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_2433-2552 Riccia beyrichiana spores (40x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122635,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia beyrichiana SWE/IMG_3721-3840 Riccia beyrichiana spores (40x).ome.zarr,18982998569,17.68 GB,"1,3,120,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_3721-3840 Riccia beyrichiana spores (40x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122635,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia beyrichiana SWE/IMG_3841-3960 Riccia beyrichiana spores (40x).ome.zarr,18816000167,17.52 GB,"1,3,120,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_3841-3960 Riccia beyrichiana spores (40x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122635,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia beyrichiana SWE/IMG_3601-3720 Riccia beyrichiana spores (40x).ome.zarr,18613343109,17.34 GB,"1,3,120,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_3601-3720 Riccia beyrichiana spores (40x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122635,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia beyrichiana SWE/IMG_4081-4200 Riccia beyrichiana spores (40x).ome.zarr,18663049727,17.38 GB,"1,3,120,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_4081-4200 Riccia beyrichiana spores (40x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122635,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia beyrichiana SWE/IMG_3961-4080 Riccia beyrichiana spores (40x).ome.zarr,18564313842,17.29 GB,"1,3,120,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_3961-4080 Riccia beyrichiana spores (40x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122635,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia beyrichiana SWE/IMG_2073-2192 Riccia beyrichiana spores (40x).ome.zarr,18542159034,17.27 GB,"1,3,120,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_2073-2192 Riccia beyrichiana spores (40x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122635,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia beyrichiana SWE/IMG_2313-2432 Riccia beyrichiana spores (40x).ome.zarr,18409866604,17.15 GB,"1,3,120,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_2313-2432 Riccia beyrichiana spores (40x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122635,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia beyrichiana SWE/IMG_2193-2312 Riccia beyrichiana spores (40x).ome.zarr,18465095199,17.20 GB,"1,3,120,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_2193-2312 Riccia beyrichiana spores (40x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122635,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia beyrichiana SWE/IMG_2673-2792 Riccia beyrichiana spores (40x).ome.zarr,18329635303,17.07 GB,"1,3,120,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_2673-2792 Riccia beyrichiana spores (40x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122635,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia beyrichiana SWE/IMG_2553-2672 Riccia beyrichiana spores (40x).ome.zarr,18273991912,17.02 GB,"1,3,120,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_2553-2672 Riccia beyrichiana spores (40x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122635,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia beyrichiana SWE/IMG_4201-4320 Riccia beyrichiana spores (40x).ome.zarr,18283166527,17.03 GB,"1,3,120,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_4201-4320 Riccia beyrichiana spores (40x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122635,
