url,written,written_human_readable,origin,shape,shards,chunks,license,name,description,organismId,fbbiId,wells,images
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/139-29.ome.zarr,278748134.4,265.83 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5808,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/139-29.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/79-39.ome.zarr,266830464.0,254.47 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5915,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/79-39.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/99.ome.zarr,264601728.0,252.34 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5936,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/99.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/159-13.ome.zarr,280752537.6,267.75 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5857,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/159-13.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/2-60.ome.zarr,293452185.6,279.86 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5862,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/2-60.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/94-05.ome.zarr,268196121.60000002,255.77 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5932,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/94-05.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/92-44.ome.zarr,278920012.79999995,266.00 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5930,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/92-44.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/38-21.ome.zarr,306922828.79999995,292.70 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5882,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/38-21.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/4-36.ome.zarr,278887065.6,265.97 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5884,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/4-36.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/106-13.ome.zarr,277593984.0,264.73 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5729,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/106-13.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/132-19.ome.zarr,269502720.0,257.02 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5801,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/132-19.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/127-44.ome.zarr,291391641.6,277.89 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5752,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/127-44.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/37-34.ome.zarr,275085312.0,262.34 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5881,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/37-34.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/62-01.ome.zarr,304482892.79999995,290.38 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5898,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/62-01.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/148-48.ome.zarr,262775193.60000002,250.60 MB,https://idr.openmicroscopy.org/webclient/?show=plate-4602,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/148-48.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/144-21.ome.zarr,254208460.79999998,242.43 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5814,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/144-21.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/73-40.ome.zarr,276760396.79999995,263.94 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5909,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/73-40.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/141-27.ome.zarr,273367680.0,260.70 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5811,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/141-27.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/28-43.ome.zarr,278912409.6,265.99 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5871,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/28-43.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/98-23.ome.zarr,284150092.79999995,270.99 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5935,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/98-23.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/113-34.ome.zarr,196647475.2,187.54 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5737,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/113-34.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/21-58.ome.zarr,298945689.6,285.10 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5864,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/21-58.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/24-27.ome.zarr,289724620.79999995,276.30 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5867,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/24-27.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/81-44.ome.zarr,278836838.4,265.92 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5918,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/81-44.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/42-44.ome.zarr,272713113.6,260.08 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5887,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/42-44.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/61-43.ome.zarr,302065459.20000005,288.07 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5897,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/61-43.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/91-29.ome.zarr,289520486.4,276.11 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5929,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/91-29.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/114-58.ome.zarr,303905433.6,289.83 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5738,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/114-58.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/154-43.ome.zarr,298740940.79999995,284.90 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5852,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/154-43.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/149-21.ome.zarr,284937369.6,271.74 MB,https://idr.openmicroscopy.org/webclient/?show=plate-4603,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/149-21.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/83-48.ome.zarr,288103449.6,274.76 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5920,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/83-48.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/107.ome.zarr,305123788.79999995,290.99 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5730,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/107.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/15-11.ome.zarr,266589772.79999998,254.24 MB,https://idr.openmicroscopy.org/webclient/?show=plate-4604,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/15-11.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/109-36.ome.zarr,264380313.60000002,252.13 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5732,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/109-36.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/45-31.ome.zarr,293917593.6,280.30 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5890,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/45-31.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/104-13.ome.zarr,306076108.79999995,291.90 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5727,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/104-13.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/121-11.ome.zarr,281934182.4,268.87 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5746,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/121-11.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/143-29.ome.zarr,267156710.39999998,254.78 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5813,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/143-29.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/41-31.ome.zarr,271638835.20000005,259.05 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5886,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/41-31.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/70-12.ome.zarr,308855116.79999995,294.55 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5906,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/70-12.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/134-34.ome.zarr,273319142.4,260.66 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5803,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/134-34.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/30-44.ome.zarr,276633676.79999995,263.82 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5874,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/30-44.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/145-20.ome.zarr,277192473.6,264.35 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5815,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/145-20.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/100-27.ome.zarr,274235520.0,261.53 MB,https://idr.openmicroscopy.org/webclient/?show=plate-4503,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/100-27.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/3-11.ome.zarr,287617305.6,274.29 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5873,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/3-11.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/75-33.ome.zarr,259986278.39999998,247.94 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5911,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/75-33.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/156-42.ome.zarr,280843008.0,267.83 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5854,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/156-42.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/135-21.ome.zarr,298162944.0,284.35 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5804,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/135-21.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/118-33.ome.zarr,281383987.20000005,268.35 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5742,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/118-33.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/123-18.ome.zarr,305449420.79999995,291.30 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5748,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/123-18.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/102.ome.zarr,270562713.6,258.03 MB,https://idr.openmicroscopy.org/webclient/?show=plate-4505,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/102.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/78-31.ome.zarr,291123148.79999995,277.64 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5914,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/78-31.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/84-33.ome.zarr,295440921.6,281.75 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5921,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/84-33.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
